Title,Publication Date,Author,Location,Summary,Full Article Content,URL,Word Count,Sentence Count,Character Count,Avg Word Length,Year-Month,Cleaned Text,Tokens,Lemmatized Text,Sentiment Score,Sentiment Category,Tokenized Text,Dominant Topic
Microsoft and OpenAI’s Close Partnership Shows Signs of Fraying,2024-10-18 00:56:11+00:00,"By Cade Metz, Mike Isaac and Erin Griffith",Technology,The “best bromance in tech” has had a reality check as OpenAI has tried to change its deal with Microsoft and the software maker has tried to hedge its bet on the start-up.,"Last fall, Sam Altman, OpenAI’s chief executive, asked his counterpart at Microsoft, Satya Nadella, if the tech giant would invest billions of dollars in the start-up.",https://www.nytimes.com/2024/10/17/technology/microsoft-openai-partnership-deal.html,26,2,167,5.461538461538462,2024-10,last fall sam altman openai’s chief executive asked counterpart microsoft satya nadella tech giant would invest billions dollars startup,"['last', 'fall', 'sam', 'altman', 'openai', '’s', 'chief', 'executive', 'asked', 'counterpart', 'microsoft', 'satya', 'nadella', 'tech', 'giant', 'would', 'invest', 'billions', 'dollars', 'startup']",last fall sam altman openai ’s chief executive ask counterpart microsoft satya nadella tech giant would invest billion dollar startup,0.0,Neutral,"['last', 'fall', 'sam', 'altman', 'openai', '’', 's', 'chief', 'executive', 'asked', 'counterpart', 'microsoft', 'satya', 'nadella', 'tech', 'giant', 'would', 'invest', 'billions', 'dollars', 'startup']",2
OpenAI Unveils New ChatGPT That Can Reason Through Math and Science,2024-09-12 17:05:12+00:00,By Cade Metz,Technology,"Driven by new technology called OpenAI o1, the chatbot can test various strategies and try to identify mistakes as it tackles complex tasks.","Online chatbots like ChatGPT from OpenAI and Gemini from Google sometimes struggle with simple math problems. The computer code they generate is often buggy and incomplete. From time to time, they even make stuff up.",https://www.nytimes.com/2024/09/12/technology/openai-chatgpt-math.html,35,4,216,5.2,2024-09,online chatbots like chatgpt openai gemini google sometimes struggle simple math problems computer code generate often buggy incomplete time time even make stuff,"['online', 'chatbots', 'like', 'chatgpt', 'openai', 'gemini', 'google', 'sometimes', 'struggle', 'simple', 'math', 'problems', 'computer', 'code', 'generate', 'often', 'buggy', 'incomplete', 'time', 'time', 'even', 'make', 'stuff']",online chatbot like chatgpt openai gemini google sometimes struggle simple math problem computer code generate often buggy incomplete time time even make stuff,-0.3612,Negative,"['online', 'chatbots', 'like', 'chatgpt', 'openai', 'gemini', 'google', 'sometimes', 'struggle', 'simple', 'math', 'problems', 'computer', 'code', 'generate', 'often', 'buggy', 'incomplete', 'time', 'time', 'even', 'make', 'stuff']",0
OpenAI Adds $4 Billion Credit Line on Top of $6.6 Billion Investment Round,2024-10-03 18:51:55+00:00,By Michael J. de la Merced and Mike Isaac,Technology,The San Francisco company is gathering the billions its executives believe they will need to continue building new A.I. technology.,"OpenAI has set up a $4 billion credit line from an array of banks, adding to its financial firepower after securing a $6.6 billion round of new investments, the company said on Thursday.",https://www.nytimes.com/2024/10/03/technology/openai-credit-line.html,33,3,186,4.666666666666667,2024-10,openai set billion credit line array banks adding financial firepower securing billion round new investments company said thursday,"['openai', 'set', 'billion', 'credit', 'line', 'array', 'banks', 'adding', 'financial', 'firepower', 'securing', 'billion', 'round', 'new', 'investments', 'company', 'said', 'thursday']",openai set billion credit line array bank add financial firepower secure billion round new investment company say thursday,0.5994,Positive,"['openai', 'set', 'billion', 'credit', 'line', 'array', 'banks', 'adding', 'financial', 'firepower', 'securing', 'billion', 'round', 'new', 'investments', 'company', 'said', 'thursday']",3
"The Challenge Is to Write 50,000 Words in a Month. Should ChatGPT Be Able to Help?",2024-09-06 16:00:34+00:00,By Madison Malone Kircher,Style,"An online writing community was set aflame this week after National Novel Writing Month, or NaNoWriMo, said it wouldn’t take a stance on the use of A.I.","For over 20 years, writers around the world have participated in National Novel Writing Month, or #NaNoWriMo, as it’s known online. The challenge is simple: Write 50,000 words in the month of November. Well, as simple as writing 50,000 words can be. (That’s 1,667 words per day, for those of you doing the math at home.)",https://www.nytimes.com/2024/09/06/style/nanowrimo-ai-writing-challenge.html,56,5,320,4.732142857142857,2024-09,years writers around world participated national novel writing month nanowrimo it’s known online challenge simple write words month november well simple writing words that’s words per day math home,"['years', 'writers', 'around', 'world', 'participated', 'national', 'novel', 'writing', 'month', 'nanowrimo', 'it', '’s', 'known', 'online', 'challenge', 'simple', 'write', 'words', 'month', 'november', 'well', 'simple', 'writing', 'words', 'that', '’s', 'words', 'per', 'day', 'math', 'home']",year writer around world participate national novel writing month nanowrimo it ’s know online challenge simple write word month november well simple writing word that ’ word per day math home,0.5719,Positive,"['years', 'writers', 'around', 'world', 'participated', 'national', 'novel', 'writing', 'month', 'nanowrimo', 'it', '’', 's', 'known', 'online', 'challenge', 'simple', 'write', 'words', 'month', 'november', 'well', 'simple', 'writing', 'words', 'that', '’', 's', 'words', 'per', 'day', 'math', 'home']",0
Can You Tell Which Short Story ChatGPT Wrote?,2024-08-28 09:05:58+00:00,"By Curtis Sittenfeld, Susannah Meadows and Phoebe Lett",Opinion,What the fiction author Curtis Sittenfeld learned in a writing competition race against the machine.,"In this era of artificial intelligence, who can compose a better beach read for the vacationing masses? The beloved fiction writer Curtis Sittenfeld … or ChatGPT?",https://www.nytimes.com/2024/08/28/opinion/curtis-sittenfeld-chatgpt-summer-beach-story.html,26,1,162,5.269230769230769,2024-08,era artificial intelligence compose better beach read vacationing masses beloved fiction writer curtis sittenfeld … chatgpt,"['era', 'artificial', 'intelligence', 'compose', 'better', 'beach', 'read', 'vacationing', 'masses', 'beloved', 'fiction', 'writer', 'curtis', 'sittenfeld', '…', 'chatgpt']",era artificial intelligence compose well beach read vacation masse belove fiction writer curtis sittenfeld … chatgpt,0.8519,Positive,"['era', 'artificial', 'intelligence', 'compose', 'better', 'beach', 'read', 'vacationing', 'masses', 'beloved', 'fiction', 'writer', 'curtis', 'sittenfeld', '…', 'chatgpt']",4
OpenAI Is Growing Fast and Burning Through Piles of Money,2024-09-27 20:53:49+00:00,By Mike Isaac and Erin Griffith,Technology,"As the company looks for more outside investors, documents reviewed by The New York Times show consumer fascination with ChatGPT and a serious need for more cash.","OpenAI, the San Francisco start-up behind ChatGPT, has been telling investors that it is making billions from its chatbot and that it expects to make a lot more in the coming years. But it has not been quite so clear about how much it is losing.",https://www.nytimes.com/2024/09/27/technology/openai-chatgpt-investors-funding.html,46,3,245,4.3478260869565215,2024-09,openai san francisco startup behind chatgpt telling investors making billions chatbot expects make lot coming years quite clear much losing,"['openai', 'san', 'francisco', 'startup', 'behind', 'chatgpt', 'telling', 'investors', 'making', 'billions', 'chatbot', 'expects', 'make', 'lot', 'coming', 'years', 'quite', 'clear', 'much', 'losing']",openai san francisco startup behind chatgpt tell investor make billion chatbot expect make lot come year quite clear much lose,0.0076,Neutral,"['openai', 'san', 'francisco', 'startup', 'behind', 'chatgpt', 'telling', 'investors', 'making', 'billions', 'chatbot', 'expects', 'make', 'lot', 'coming', 'years', 'quite', 'clear', 'much', 'losing']",1
Why Is OpenAI Trying to Raise So Much Money?,2024-09-25 15:48:24+00:00,By Cade Metz,Technology,The San Francisco A.I. start-up believes there is not enough computing power on Earth to build the artificial intelligence it wants to create.,"Earlier this year, word spread that Sam Altman, OpenAI’s chief executive, was pitching a plan that he hoped would pump trillions of dollars into the construction of new silicon chip factories and computer data centers.",https://www.nytimes.com/2024/09/25/technology/openai-raise-money.html,35,2,218,5.257142857142857,2024-09,earlier year word spread sam altman openai’s chief executive pitching plan hoped would pump trillions dollars construction new silicon chip factories computer data centers,"['earlier', 'year', 'word', 'spread', 'sam', 'altman', 'openai', '’s', 'chief', 'executive', 'pitching', 'plan', 'hoped', 'would', 'pump', 'trillions', 'dollars', 'construction', 'new', 'silicon', 'chip', 'factories', 'computer', 'data', 'centers']",early year word spread sam altman openai ’s chief executive pitching plan hope would pump trillion dollar construction new silicon chip factory computer datum center,0.3818,Positive,"['earlier', 'year', 'word', 'spread', 'sam', 'altman', 'openai', '’', 's', 'chief', 'executive', 'pitching', 'plan', 'hoped', 'would', 'pump', 'trillions', 'dollars', 'construction', 'new', 'silicon', 'chip', 'factories', 'computer', 'data', 'centers']",2
What Happened to the A.I. Election? + ChatGPT for Mayor + The Productivity Tools We’re Using,2024-08-23 09:04:32+00:00,"By Kevin Roose, Casey Newton, Rachel Cohn, Whitney Jones, Jen Poyant, Daniel Ramirez, Dan Powell, Marion Lozano, Pat McCusker and Rowan Niemisto",Podcasts,"“It’s happening, but people don’t want it public.”","This week, we discuss why so few campaigns seem to be experimenting with A.I. The Times’s Sheera Frenkel joins us with examples of the many different artificial intelligence products that have been turned down by campaigns in this election cycle, from A.I.-generated endorsements from long-dead historical figures to a synthetic version of Donald Trump. Then, we interview the Wyoming man who ran for mayor on the promise that he would exclusively use a customized ChatGPT bot to run the city. And finally, it’s time for a tech check. We run down the apps we’re using to become more productive.",https://www.nytimes.com/2024/08/23/podcasts/what-happened-to-the-ai-election-chatgpt-for-mayor-the-productivity-tools-were-using.html,99,9,594,5.01010101010101,2024-08,week discuss campaigns seem experimenting ai times’s sheera frenkel joins us examples many different artificial intelligence products turned campaigns election cycle aigenerated endorsements longdead historical figures synthetic version donald trump interview wyoming man ran mayor promise would exclusively use customized chatgpt bot run city finally it’s time tech check run apps we’re using become productive,"['week', 'discuss', 'campaigns', 'seem', 'experimenting', 'ai', 'times', '’s', 'sheera', 'frenkel', 'joins', 'us', 'examples', 'many', 'different', 'artificial', 'intelligence', 'products', 'turned', 'campaigns', 'election', 'cycle', 'aigenerated', 'endorsements', 'longdead', 'historical', 'figures', 'synthetic', 'version', 'donald', 'trump', 'interview', 'wyoming', 'man', 'ran', 'mayor', 'promise', 'would', 'exclusively', 'use', 'customized', 'chatgpt', 'bot', 'run', 'city', 'finally', 'it', '’s', 'time', 'tech', 'check', 'run', 'apps', 'we', '’re', 'using', 'become', 'productive']",week discuss campaign seem experiment ai times ’s sheera frenkel join we example many different artificial intelligence product turn campaign election cycle aigenerate endorsement longdead historical figure synthetic version donald trump interview wyoming man run mayor promise would exclusively use customize chatgpt bot run city finally it ’ time tech check run app we ’re use become productive,0.6597,Positive,"['week', 'discuss', 'campaigns', 'seem', 'experimenting', 'ai', 'times', '’', 's', 'sheera', 'frenkel', 'joins', 'us', 'examples', 'many', 'different', 'artificial', 'intelligence', 'products', 'turned', 'campaigns', 'election', 'cycle', 'aigenerated', 'endorsements', 'longdead', 'historical', 'figures', 'synthetic', 'version', 'donald', 'trump', 'interview', 'wyoming', 'man', 'ran', 'mayor', 'promise', 'would', 'exclusively', 'use', 'customized', 'chatgpt', 'bot', 'run', 'city', 'finally', 'it', '’', 's', 'time', 'tech', 'check', 'run', 'apps', 'we', '’', 're', 'using', 'become', 'productive']",1
The Brilliance and Weirdness of ChatGPT,2022-12-05 23:34:37+00:00,By Kevin Roose,Technology,"A new chatbot from OpenAI is inspiring awe, fear, stunts and attempts to circumvent its guardrails.","Like most nerds who read science fiction, I’ve spent a lot of time wondering how society will greet true artificial intelligence, if and when it arrives. Will we panic? Start sucking up to our new robot overlords? Ignore it and go about our daily lives?",https://www.nytimes.com/2022/12/05/technology/chatgpt-ai-twitter.html,45,2,253,4.644444444444445,2022-12,like nerds read science fiction i’ve spent lot time wondering society greet true artificial intelligence arrives panic start sucking new robot overlords ignore go daily lives,"['like', 'nerds', 'read', 'science', 'fiction', 'i', '’ve', 'spent', 'lot', 'time', 'wondering', 'society', 'greet', 'true', 'artificial', 'intelligence', 'arrives', 'panic', 'start', 'sucking', 'new', 'robot', 'overlords', 'ignore', 'go', 'daily', 'lives']",like nerd read science fiction I ’ve spend lot time wonder society greet true artificial intelligence arrive panic start suck new robot overlord ignore go daily life,0.5994,Positive,"['like', 'nerds', 'read', 'science', 'fiction', 'i', '’', 've', 'spent', 'lot', 'time', 'wondering', 'society', 'greet', 'true', 'artificial', 'intelligence', 'arrives', 'panic', 'start', 'sucking', 'new', 'robot', 'overlords', 'ignore', 'go', 'daily', 'lives']",4
That Message From Your Doctor? It May Have Been Drafted by A.I.,2024-09-24 14:09:00+00:00,By Teddy Rosenbluth,Health,"Overwhelmed by queries, physicians are turning to artificial intelligence to correspond with patients. Many have no clue that the replies are software-generated.","Every day, patients send hundreds of thousands of messages to their doctors through MyChart, a communications platform that is nearly ubiquitous in U.S. hospitals.",https://www.nytimes.com/2024/09/24/health/ai-patient-messages-mychart.html,24,4,163,5.833333333333333,2024-09,every day patients send hundreds thousands messages doctors mychart communications platform nearly ubiquitous us hospitals,"['every', 'day', 'patients', 'send', 'hundreds', 'thousands', 'messages', 'doctors', 'mychart', 'communications', 'platform', 'nearly', 'ubiquitous', 'us', 'hospitals']",every day patient send hundred thousand message doctor mychart communication platform nearly ubiquitous us hospital,0.0,Neutral,"['every', 'day', 'patients', 'send', 'hundreds', 'thousands', 'messages', 'doctors', 'mychart', 'communications', 'platform', 'nearly', 'ubiquitous', 'us', 'hospitals']",1
Is Math the Path to Chatbots That Don’t Make Stuff Up?,2024-09-23 15:11:02+00:00,By Cade Metz,Technology,Chatbots like ChatGPT get stuff wrong. But researchers are building new A.I. systems that can verify their own math — and maybe more.,"On a recent afternoon, Tudor Achim gave a brain teaser to an A.I. bot called Aristotle.",https://www.nytimes.com/2024/09/23/technology/ai-chatbots-chatgpt-math.html,16,4,87,4.5,2024-09,recent afternoon tudor achim gave brain teaser ai bot called aristotle,"['recent', 'afternoon', 'tudor', 'achim', 'gave', 'brain', 'teaser', 'ai', 'bot', 'called', 'aristotle']",recent afternoon tudor achim give brain teaser ai bot call aristotle,-0.25,Negative,"['recent', 'afternoon', 'tudor', 'achim', 'gave', 'brain', 'teaser', 'ai', 'bot', 'called', 'aristotle']",3
How Does ChatGPT Really Work?,2023-03-28 15:30:39+00:00,By Kevin Roose,Technology,Learning how a “large language model” operates.,"In the second of our five-part series, I’m going to explain how the technology actually works.",https://www.nytimes.com/2023/03/28/technology/ai-chatbots-chatgpt-bing-bard-llm.html,16,2,94,4.9375,2023-03,second fivepart series i’m going explain technology actually works,"['second', 'fivepart', 'series', 'i', '’m', 'going', 'explain', 'technology', 'actually', 'works']",second fivepart series I ’m go explain technology actually work,0.0,Neutral,"['second', 'fivepart', 'series', 'i', '’', 'm', 'going', 'explain', 'technology', 'actually', 'works']",4
Can ChatGPT Make This Podcast?,2022-12-09 10:00:06+00:00,"By Kevin Roose, Casey Newton, Davis Land, Paula Szuchman, Dan Powell, Elisheba Ittoop, Rowan Niemisto and Alyssa Moxley",Podcasts,"OpenAI’s new chatbot is a coder, a teacher, a potential Google killer, and … a friend?","It’s writing podcast scripts, finishing students’ homework and correcting mistakes in computer code: ChatGPT, the A.I. chatbot from OpenAI, is suddenly everywhere. Who should decide how it’s built? What could go wrong? And what could go right?",https://www.nytimes.com/2022/12/09/podcasts/hard-fork-chatgpt-openai.html,37,4,243,5.594594594594595,2022-12,it’s writing podcast scripts finishing students’ homework correcting mistakes computer code chatgpt ai chatbot openai suddenly everywhere decide it’s built could go wrong could go right,"['it', '’s', 'writing', 'podcast', 'scripts', 'finishing', 'students', '’', 'homework', 'correcting', 'mistakes', 'computer', 'code', 'chatgpt', 'ai', 'chatbot', 'openai', 'suddenly', 'everywhere', 'decide', 'it', '’s', 'built', 'could', 'go', 'wrong', 'could', 'go', 'right']",it ’s write podcast script finish student ’ homework correct mistake computer code chatgpt ai chatbot openai suddenly everywhere decide it ’s build could go wrong could go right,-0.6808,Negative,"['it', '’', 's', 'writing', 'podcast', 'scripts', 'finishing', 'students', '’', 'homework', 'correcting', 'mistakes', 'computer', 'code', 'chatgpt', 'ai', 'chatbot', 'openai', 'suddenly', 'everywhere', 'decide', 'it', '’', 's', 'built', 'could', 'go', 'wrong', 'could', 'go', 'right']",3
The ChatGPT Lawyer Explains Himself,2023-06-08 07:00:19+00:00,By Benjamin Weiser and Nate Schweber,New York,"In a cringe-inducing court hearing, a lawyer who relied on A.I. to craft a motion full of made-up case law said he “did not comprehend” that the chat bot could lead him astray.","As the court hearing in Manhattan began, the lawyer, Steven A. Schwartz, appeared nervously upbeat, grinning while talking with his legal team. Nearly two hours later, Mr. Schwartz sat slumped, his shoulders drooping and his head rising barely above the back of his chair.",https://www.nytimes.com/2023/06/08/nyregion/lawyer-chatgpt-sanctions.html,44,5,272,5.204545454545454,2023-06,court hearing manhattan began lawyer steven schwartz appeared nervously upbeat grinning talking legal team nearly two hours later mr schwartz sat slumped shoulders drooping head rising barely back chair,"['court', 'hearing', 'manhattan', 'began', 'lawyer', 'steven', 'schwartz', 'appeared', 'nervously', 'upbeat', 'grinning', 'talking', 'legal', 'team', 'nearly', 'two', 'hours', 'later', 'mr', 'schwartz', 'sat', 'slumped', 'shoulders', 'drooping', 'head', 'rising', 'barely', 'back', 'chair']",court hearing manhattan begin lawyer steven schwartz appear nervously upbeat grin talk legal team nearly two hour later mr schwartz sit slump shoulder droop head rise barely back chair,0.34,Positive,"['court', 'hearing', 'manhattan', 'began', 'lawyer', 'steven', 'schwartz', 'appeared', 'nervously', 'upbeat', 'grinning', 'talking', 'legal', 'team', 'nearly', 'two', 'hours', 'later', 'mr', 'schwartz', 'sat', 'slumped', 'shoulders', 'drooping', 'head', 'rising', 'barely', 'back', 'chair']",1
Picture Prompt: A ChatGPT Valentine,2023-02-14 08:00:03+00:00,By The Learning Network,The Learning Network,Play with The Times’s A. I. valentine generator and see what you think of the results.,Note to teachers: Please preview this tool to make sure it is appropriate for your students. ,https://www.nytimes.com/2023/02/14/learning/a-chatgpt-valentine.html,16,2,93,4.8125,2023-02,note teachers please preview tool make sure appropriate students,"['note', 'teachers', 'please', 'preview', 'tool', 'make', 'sure', 'appropriate', 'students']",note teacher please preview tool make sure appropriate student,0.5574,Positive,"['note', 'teachers', 'please', 'preview', 'tool', 'make', 'sure', 'appropriate', 'students']",0
How ChatGPT Hijacks Democracy,2023-01-15 10:00:11+00:00,By Nathan E. Sanders and Bruce Schneier,Opinion,The greatest threat A.I. may present is its ability to replace humans in lobbying.,"Launched just weeks ago, ChatGPT is already threatening to upend how we draft everyday communications like emails, college essays and myriad other forms of writing.",https://www.nytimes.com/2023/01/15/opinion/ai-chatgpt-lobbying-democracy.html,25,2,164,5.6,2023-01,launched weeks ago chatgpt already threatening upend draft everyday communications like emails college essays myriad forms writing,"['launched', 'weeks', 'ago', 'chatgpt', 'already', 'threatening', 'upend', 'draft', 'everyday', 'communications', 'like', 'emails', 'college', 'essays', 'myriad', 'forms', 'writing']",launch week ago chatgpt already threaten upend draft everyday communication like email college essay myriad form write,-0.1027,Negative,"['launched', 'weeks', 'ago', 'chatgpt', 'already', 'threatening', 'upend', 'draft', 'everyday', 'communications', 'like', 'emails', 'college', 'essays', 'myriad', 'forms', 'writing']",4
‘Artificial Flavors’ Review: Blame ChatGPT for This Musical,2023-10-31 16:24:27+00:00,By Naveen Kumar,Theater,"Each performance culminates in a production, composed on the spot, with misguided help from artificial intelligence.","Artificial intelligence can paint meddlesome monkeys, speak in the basso profundo of James Earl Jones and play a tune to suit a hall of mirrors. But it can’t write a musical that doesn’t feel canned (at least, not yet). That’s the argument put forward by “Artificial Flavors,” a live demonstration of A.I.’s creative capabilities — and tedious limitations — at 59E59 Theaters.",https://www.nytimes.com/2023/10/31/theater/artificial-flavors-review.html,62,6,376,5.080645161290323,2023-10,artificial intelligence paint meddlesome monkeys speak basso profundo james earl jones play tune suit hall mirrors can’t write musical doesn’t feel canned least yet that’s argument put forward “artificial flavors” live demonstration ai’s creative capabilities — tedious limitations — e theaters,"['artificial', 'intelligence', 'paint', 'meddlesome', 'monkeys', 'speak', 'basso', 'profundo', 'james', 'earl', 'jones', 'play', 'tune', 'suit', 'hall', 'mirrors', 'ca', 'n’t', 'write', 'musical', 'does', 'n’t', 'feel', 'canned', 'least', 'yet', 'that', '’s', 'argument', 'put', 'forward', '“', 'artificial', 'flavors', '”', 'live', 'demonstration', 'ai', '’s', 'creative', 'capabilities', '—', 'tedious', 'limitations', '—', 'e', 'theaters']","artificial intelligence paint meddlesome monkey speak basso profundo james earl jones play tune suit hall mirror can not write musical do not feel canned least yet that ’ argument put forward "" artificial flavor "" live demonstration ai ’s creative capability — tedious limitation — e theater",0.743,Positive,"['artificial', 'intelligence', 'paint', 'meddlesome', 'monkeys', 'speak', 'basso', 'profundo', 'james', 'earl', 'jones', 'play', 'tune', 'suit', 'hall', 'mirrors', 'can', '’', 't', 'write', 'musical', 'doesn', '’', 't', 'feel', 'canned', 'least', 'yet', 'that', '’', 's', 'argument', 'put', 'forward', '“', 'artificial', 'flavors', '”', 'live', 'demonstration', 'ai', '’', 's', 'creative', 'capabilities', '—', 'tedious', 'limitations', '—', 'e', 'theaters']",2
"Despite Cheating Fears, Schools Repeal ChatGPT Bans",2023-08-24 09:01:34+00:00,By Natasha Singer,Business Day,Some districts that once raced to block A.I. chatbots are now trying to embrace them.,"For decades, Walla Walla High School in the wheat basket of Washington State has maintained an old red wooden barn on campus where students learn a venerable farming skill: how to raise pigs and sheep.",https://www.nytimes.com/2023/08/24/business/schools-chatgpt-chatbot-bans.html,35,2,201,4.771428571428571,2023-08,decades walla walla high school wheat basket washington state maintained old red wooden barn campus students learn venerable farming skill raise pigs sheep,"['decades', 'walla', 'walla', 'high', 'school', 'wheat', 'basket', 'washington', 'state', 'maintained', 'old', 'red', 'wooden', 'barn', 'campus', 'students', 'learn', 'venerable', 'farming', 'skill', 'raise', 'pigs', 'sheep']",decade walla walla high school wheat basket washington state maintain old red wooden barn campus student learn venerable farming skill raise pig sheep,0.0,Neutral,"['decades', 'walla', 'walla', 'high', 'school', 'wheat', 'basket', 'washington', 'state', 'maintained', 'old', 'red', 'wooden', 'barn', 'campus', 'students', 'learn', 'venerable', 'farming', 'skill', 'raise', 'pigs', 'sheep']",3
What Would Plato Say About ChatGPT?,2022-12-15 10:00:10+00:00,By Zeynep Tufekci,Opinion,A.I. can be a learning tool for schools with enough teachers and resources to use it well. ,"Plato mourned the invention of the alphabet, worried that the use of text would threaten traditional memory-based arts of rhetoric. In his “Dialogues,” arguing through the voice of Thamus, the Egyptian king of the gods, Plato claimed the use of this more modern technology would create “forgetfulness in the learners’ souls, because they will not use their memories,” that it would impart “not truth but only the semblance of truth” and that those who adopt it would “appear to be omniscient and will generally know nothing,” with “the show of wisdom without the reality.”",https://www.nytimes.com/2022/12/15/opinion/chatgpt-education-ai-technology.html,94,3,572,5.095744680851064,2022-12,plato mourned invention alphabet worried use text would threaten traditional memorybased arts rhetoric “dialogues” arguing voice thamus egyptian king gods plato claimed use modern technology would create “forgetfulness learners’ souls use memories” would impart “not truth semblance truth” adopt would “appear omniscient generally know nothing” “the show wisdom without reality”,"['plato', 'mourned', 'invention', 'alphabet', 'worried', 'use', 'text', 'would', 'threaten', 'traditional', 'memorybased', 'arts', 'rhetoric', '“', 'dialogues', '”', 'arguing', 'voice', 'thamus', 'egyptian', 'king', 'gods', 'plato', 'claimed', 'use', 'modern', 'technology', 'would', 'create', '“', 'forgetfulness', 'learners', '’', 'souls', 'use', 'memories', '”', 'would', 'impart', '“', 'not', 'truth', 'semblance', 'truth', '”', 'adopt', 'would', '“', 'appear', 'omniscient', 'generally', 'know', 'nothing', '”', '“', 'the', 'show', 'wisdom', 'without', 'reality', '”']","plato mourn invention alphabet worry use text would threaten traditional memorybase art rhetoric "" dialogue "" argue voice thamus egyptian king gods plato claim use modern technology would create "" forgetfulness learner ’ soul use memory "" would impart "" not truth semblance truth "" adopt would "" appear omniscient generally know nothing "" "" the show wisdom without reality """,-0.1531,Negative,"['plato', 'mourned', 'invention', 'alphabet', 'worried', 'use', 'text', 'would', 'threaten', 'traditional', 'memorybased', 'arts', 'rhetoric', '“', 'dialogues', '”', 'arguing', 'voice', 'thamus', 'egyptian', 'king', 'gods', 'plato', 'claimed', 'use', 'modern', 'technology', 'would', 'create', '“', 'forgetfulness', 'learners', '’', 'souls', 'use', 'memories', '”', 'would', 'impart', '“', 'not', 'truth', 'semblance', 'truth', '”', 'adopt', 'would', '“', 'appear', 'omniscient', 'generally', 'know', 'nothing', '”', '“', 'the', 'show', 'wisdom', 'without', 'reality', '”']",3
The New ChatGPT Can ‘See’ and ‘Talk.’ Here’s What It’s Like.,2023-09-27 18:09:35+00:00,By Kevin Roose,Technology,"The image-recognition feature could have many uses, and the voice feature is even more intriguing.","ChatGPT — viral artificial intelligence sensation, slayer of boring office work, sworn enemy of high school teachers and Hollywood screenwriters alike — is getting some new powers.",https://www.nytimes.com/2023/09/27/technology/new-chatgpt-can-see-hear.html,27,2,180,5.703703703703703,2023-09,chatgpt — viral artificial intelligence sensation slayer boring office work sworn enemy high school teachers hollywood screenwriters alike — getting new powers,"['chatgpt', '—', 'viral', 'artificial', 'intelligence', 'sensation', 'slayer', 'boring', 'office', 'work', 'sworn', 'enemy', 'high', 'school', 'teachers', 'hollywood', 'screenwriters', 'alike', '—', 'getting', 'new', 'powers']",chatgpt — viral artificial intelligence sensation slayer boring office work swear enemy high school teacher hollywood screenwriter alike — get new power,-0.4019,Negative,"['chatgpt', '—', 'viral', 'artificial', 'intelligence', 'sensation', 'slayer', 'boring', 'office', 'work', 'sworn', 'enemy', 'high', 'school', 'teachers', 'hollywood', 'screenwriters', 'alike', '—', 'getting', 'new', 'powers']",3
ChatGPT Is Banned in Italy Over Privacy Concerns,2023-03-31 16:02:02+00:00,By Adam Satariano,Technology,The action by Italy’s data protection agency is the first known instance of the chatbot’s being blocked by a government order.,"The artificial intelligence tool ChatGPT was temporarily banned in Italy on Friday, the first known instance of the chatbot being blocked by a government order.",https://www.nytimes.com/2023/03/31/technology/chatgpt-italy-ban.html,25,2,160,5.44,2023-03,artificial intelligence tool chatgpt temporarily banned italy friday first known instance chatbot blocked government order,"['artificial', 'intelligence', 'tool', 'chatgpt', 'temporarily', 'banned', 'italy', 'friday', 'first', 'known', 'instance', 'chatbot', 'blocked', 'government', 'order']",artificial intelligence tool chatgpt temporarily ban italy friday first know instance chatbot block government order,-0.25,Negative,"['artificial', 'intelligence', 'tool', 'chatgpt', 'temporarily', 'banned', 'italy', 'friday', 'first', 'known', 'instance', 'chatbot', 'blocked', 'government', 'order']",0
Will ChatGPT Make Me Irrelevant?,2022-12-15 17:00:05+00:00,By Frank Bruni,Opinion,Artificial intelligence works magic but at a price: our pride of ownership and sense of purpose.,"Like every other journalist I know, I often and unabashedly ask for help. Friends give me ideas. Colleagues give me phrases. Editors suggest what to keep, what to cut and where a key detail belongs. My field of vision is only so wide, my brain only so big. I’d be a fool not to supplement.",https://www.nytimes.com/2022/12/15/opinion/chatgpt-artificial-intelligence.html,55,7,289,4.2727272727272725,2022-12,like every journalist know often unabashedly ask help friends give ideas colleagues give phrases editors suggest keep cut key detail belongs field vision wide brain big i’d fool supplement,"['like', 'every', 'journalist', 'know', 'often', 'unabashedly', 'ask', 'help', 'friends', 'give', 'ideas', 'colleagues', 'give', 'phrases', 'editors', 'suggest', 'keep', 'cut', 'key', 'detail', 'belongs', 'field', 'vision', 'wide', 'brain', 'big', 'i', '’d', 'fool', 'supplement']",like every journalist know often unabashedly ask help friend give idea colleague give phrase editor suggest keep cut key detail belong field vision wide brain big i ’d fool supplement,0.6486,Positive,"['like', 'every', 'journalist', 'know', 'often', 'unabashedly', 'ask', 'help', 'friends', 'give', 'ideas', 'colleagues', 'give', 'phrases', 'editors', 'suggest', 'keep', 'cut', 'key', 'detail', 'belongs', 'field', 'vision', 'wide', 'brain', 'big', 'i', '’', 'd', 'fool', 'supplement']",4
